,fov,spot_id,Ascending.vasa.recta.endothelium,B-cell,Connecting.tubule,Descending.vasa.recta.endothelium,Distinct.proximal.tubule.1,Distinct.proximal.tubule.2,Epithelial.progenitor.cell,Fibroblast,Glomerular.endothelium,Indistinct.intercalated.cell,MNP.a.classical.monocyte.derived,MNP.b.non.classical.monocyte.derived,MNP.c.dendritic.cell,Myofibroblast,NK,Pelvic.epithelium,Peritubular.capillary.endothelium.1,Peritubular.capillary.endothelium.2,Podocyte,Principal.cell,Proliferating.Proximal.Tubule,Proximal.tubule,T CD4 memory,T CD4 naive,T CD8 memory,T CD8 naive,Thick.ascending.limb.of.Loop.of.Henle,Treg,Type.A.intercalated.cell,Type.B.intercalated.cell,mDC,macrophage,mast,neutrophil,pDC,plasmablast
261,21.0,2.0,3.0,0.0,15.0,1.0,6.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,11.0,6.0,55.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
262,21.0,3.0,6.0,0.0,27.0,2.0,6.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,1.0,0.0,6.0,4.0,73.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
263,21.0,4.0,5.0,0.0,18.0,3.0,6.0,4.0,26.0,6.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,7.0,0.0,0.0,28.0,14.0,54.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0
264,21.0,5.0,5.0,0.0,0.0,1.0,8.0,10.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,23.0,0.0,0.0,1.0,21.0,94.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
265,21.0,6.0,3.0,0.0,13.0,1.0,3.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,6.0,10.0,70.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
266,21.0,7.0,3.0,0.0,13.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,21.0,8.0,2.0,0.0,3.0,2.0,25.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,3.0,0.0,1.0,29.0,59.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
268,21.0,9.0,2.0,0.0,20.0,0.0,5.0,8.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,2.0,34.0,82.0,0.0,0.0,0.0,1.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
269,21.0,10.0,4.0,0.0,2.0,1.0,4.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,4.0,3.0,3.0,7.0,8.0,85.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
270,21.0,11.0,11.0,0.0,12.0,3.0,9.0,10.0,15.0,4.0,5.0,0.0,1.0,0.0,4.0,39.0,0.0,0.0,24.0,1.0,12.0,2.0,2.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,21.0,12.0,2.0,0.0,10.0,0.0,9.0,18.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,27.0,48.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,21.0,13.0,3.0,0.0,5.0,0.0,3.0,7.0,22.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,7.0,0.0,0.0,13.0,16.0,81.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
273,21.0,14.0,10.0,0.0,4.0,3.0,8.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,8.0,6.0,0.0,11.0,9.0,72.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
274,21.0,15.0,7.0,0.0,17.0,0.0,3.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,21.0,16.0,10.0,0.0,6.0,2.0,8.0,8.0,18.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0,10.0,16.0,75.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
276,21.0,17.0,18.0,0.0,2.0,9.0,10.0,6.0,8.0,4.0,7.0,0.0,0.0,1.0,6.0,54.0,0.0,0.0,17.0,3.0,14.0,4.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
277,21.0,18.0,6.0,0.0,4.0,8.0,7.0,6.0,8.0,2.0,10.0,0.0,1.0,0.0,7.0,41.0,0.0,0.0,14.0,1.0,5.0,8.0,6.0,74.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
278,21.0,19.0,23.0,0.0,7.0,4.0,16.0,3.0,5.0,14.0,22.0,0.0,0.0,0.0,15.0,49.0,0.0,0.0,31.0,4.0,10.0,3.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
279,21.0,20.0,9.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,10.0,0.0,9.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
280,22.0,1.0,1.0,0.0,2.0,2.0,7.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
281,22.0,2.0,14.0,1.0,1.0,4.0,9.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,10.0,1.0,5.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
282,22.0,3.0,12.0,0.0,8.0,8.0,4.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
283,22.0,4.0,8.0,0.0,14.0,5.0,3.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
284,22.0,5.0,8.0,0.0,23.0,0.0,15.0,20.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,19.0,2.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0
285,22.0,6.0,11.0,0.0,17.0,3.0,11.0,10.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,20.0,0.0,10.0,0.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
286,22.0,7.0,6.0,1.0,10.0,3.0,2.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,6.0,2.0,1.0,1.0,5.0,61.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
287,22.0,8.0,12.0,0.0,2.0,4.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
288,22.0,9.0,20.0,2.0,19.0,4.0,21.0,16.0,2.0,7.0,7.0,0.0,0.0,0.0,9.0,32.0,1.0,0.0,21.0,0.0,11.0,7.0,5.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0
289,22.0,10.0,6.0,0.0,28.0,7.0,10.0,7.0,23.0,7.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,10.0,1.0,0.0,0.0,13.0,48.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
290,22.0,11.0,7.0,0.0,17.0,6.0,3.0,7.0,2.0,6.0,0.0,0.0,0.0,1.0,6.0,24.0,0.0,0.0,9.0,0.0,1.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
291,22.0,12.0,12.0,0.0,0.0,2.0,8.0,5.0,1.0,17.0,1.0,0.0,0.0,0.0,9.0,45.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
292,22.0,13.0,9.0,0.0,7.0,1.0,21.0,8.0,0.0,14.0,6.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,22.0,0.0,13.0,1.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
293,22.0,14.0,1.0,0.0,1.0,0.0,1.0,18.0,21.0,4.0,6.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,7.0,1.0,4.0,0.0,10.0,62.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,22.0,15.0,26.0,0.0,15.0,8.0,10.0,5.0,2.0,10.0,11.0,0.0,1.0,0.0,14.0,51.0,0.0,0.0,36.0,7.0,14.0,1.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
295,22.0,16.0,13.0,0.0,8.0,4.0,9.0,5.0,1.0,15.0,1.0,0.0,0.0,0.0,9.0,22.0,0.0,0.0,8.0,0.0,12.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
296,22.0,17.0,3.0,0.0,10.0,1.0,8.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0,10.0,17.0,69.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
297,22.0,18.0,3.0,0.0,20.0,2.0,1.0,19.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,11.0,2.0,0.0,7.0,13.0,72.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,22.0,19.0,16.0,0.0,5.0,4.0,14.0,8.0,1.0,6.0,18.0,0.0,0.0,1.0,2.0,15.0,1.0,0.0,24.0,0.0,9.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
299,22.0,20.0,4.0,0.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,23.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,29.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,23.0,2.0,5.0,0.0,2.0,2.0,4.0,13.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,5.0,0.0,0.0,5.0,10.0,48.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
302,23.0,3.0,5.0,0.0,17.0,1.0,1.0,22.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,23.0,4.0,5.0,0.0,47.0,2.0,2.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
304,23.0,5.0,6.0,0.0,3.0,2.0,12.0,11.0,21.0,20.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,5.0,83.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
305,23.0,6.0,5.0,0.0,5.0,1.0,2.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,86.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
306,23.0,7.0,10.0,0.0,30.0,2.0,2.0,13.0,9.0,4.0,1.0,0.0,0.0,0.0,7.0,31.0,0.0,0.0,10.0,3.0,3.0,6.0,1.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0
307,23.0,8.0,5.0,0.0,10.0,1.0,12.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
308,23.0,9.0,10.0,0.0,22.0,0.0,12.0,12.0,28.0,15.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,7.0,0.0,1.0,10.0,6.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0
309,23.0,10.0,4.0,0.0,2.0,4.0,3.0,10.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,71.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,23.0,11.0,16.0,1.0,26.0,8.0,21.0,16.0,10.0,8.0,9.0,0.0,0.0,2.0,10.0,26.0,0.0,0.0,11.0,0.0,11.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
311,23.0,12.0,27.0,1.0,1.0,10.0,6.0,6.0,7.0,7.0,12.0,0.0,0.0,1.0,11.0,55.0,0.0,0.0,43.0,3.0,24.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0
312,23.0,13.0,1.0,0.0,7.0,2.0,3.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,23.0,14.0,6.0,0.0,9.0,1.0,3.0,14.0,9.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,73.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,23.0,15.0,21.0,0.0,1.0,13.0,14.0,6.0,1.0,6.0,15.0,0.0,0.0,0.0,10.0,67.0,0.0,0.0,24.0,4.0,21.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
315,23.0,16.0,14.0,0.0,24.0,1.0,15.0,10.0,34.0,11.0,1.0,0.0,1.0,1.0,10.0,26.0,0.0,0.0,12.0,3.0,8.0,9.0,6.0,28.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
316,23.0,17.0,10.0,0.0,8.0,6.0,7.0,8.0,2.0,2.0,9.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,14.0,6.0,10.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
317,23.0,18.0,21.0,0.0,0.0,7.0,12.0,8.0,3.0,2.0,17.0,0.0,1.0,2.0,9.0,49.0,0.0,0.0,35.0,6.0,28.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
318,23.0,19.0,15.0,0.0,4.0,3.0,11.0,2.0,5.0,2.0,19.0,0.0,0.0,1.0,4.0,25.0,0.0,0.0,24.0,0.0,10.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
319,23.0,20.0,1.0,0.0,1.0,1.0,9.0,4.0,18.0,2.0,3.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,10.0,2.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
320,24.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,24.0,2.0,3.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,24.0,3.0,9.0,0.0,6.0,1.0,5.0,10.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,1.0,1.0,12.0,7.0,64.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
323,24.0,4.0,3.0,0.0,30.0,2.0,4.0,12.0,17.0,8.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,9.0,0.0,0.0,5.0,6.0,69.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
324,24.0,5.0,24.0,2.0,9.0,7.0,7.0,0.0,1.0,23.0,14.0,0.0,0.0,3.0,10.0,66.0,0.0,0.0,17.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0
325,24.0,6.0,11.0,4.0,10.0,18.0,6.0,2.0,13.0,9.0,0.0,0.0,0.0,2.0,17.0,36.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,9.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0
326,24.0,7.0,5.0,0.0,11.0,3.0,3.0,10.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,0.0,0.0,3.0,9.0,92.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
327,24.0,8.0,5.0,0.0,1.0,2.0,1.0,13.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,14.0,1.0,0.0,0.0,13.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
328,24.0,9.0,17.0,2.0,0.0,4.0,4.0,9.0,0.0,10.0,3.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,9.0,1.0,6.0,0.0,6.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
329,24.0,10.0,12.0,0.0,0.0,5.0,3.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,14.0,60.0,0.0,0.0,24.0,5.0,14.0,1.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0
330,24.0,11.0,21.0,0.0,12.0,6.0,8.0,11.0,6.0,8.0,8.0,0.0,0.0,2.0,7.0,25.0,0.0,0.0,23.0,1.0,18.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,24.0,12.0,9.0,0.0,0.0,3.0,3.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,2.0,53.0,0.0,0.0,22.0,0.0,6.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
332,24.0,13.0,9.0,0.0,0.0,0.0,4.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,2.0,0.0,4.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
333,24.0,14.0,5.0,0.0,0.0,0.0,10.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,13.0,64.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,24.0,15.0,4.0,1.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,89.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,24.0,16.0,14.0,0.0,26.0,1.0,25.0,10.0,9.0,11.0,13.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,23.0,0.0,4.0,5.0,2.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
336,24.0,17.0,7.0,0.0,5.0,2.0,11.0,9.0,13.0,7.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,7.0,0.0,1.0,6.0,18.0,68.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
337,24.0,18.0,12.0,0.0,17.0,3.0,9.0,12.0,17.0,4.0,8.0,0.0,0.0,1.0,6.0,16.0,0.0,0.0,13.0,0.0,9.0,16.0,12.0,43.0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0
338,24.0,19.0,12.0,0.0,1.0,8.0,6.0,11.0,2.0,3.0,22.0,0.0,0.0,1.0,9.0,22.0,0.0,0.0,21.0,0.0,22.0,1.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
339,24.0,20.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,25.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
342,25.0,3.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
343,25.0,4.0,9.0,0.0,1.0,3.0,17.0,7.0,4.0,3.0,8.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,22.0,0.0,13.0,2.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
344,25.0,5.0,8.0,0.0,1.0,7.0,10.0,11.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,1.0,5.0,1.0,3.0,54.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
345,25.0,6.0,31.0,3.0,3.0,5.0,6.0,13.0,9.0,25.0,0.0,0.0,1.0,0.0,13.0,11.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,43.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0
346,25.0,7.0,14.0,2.0,3.0,3.0,7.0,9.0,7.0,14.0,4.0,0.0,0.0,2.0,12.0,12.0,0.0,0.0,8.0,0.0,10.0,4.0,1.0,63.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
347,25.0,8.0,19.0,1.0,3.0,3.0,8.0,13.0,1.0,4.0,4.0,0.0,0.0,1.0,9.0,28.0,0.0,0.0,10.0,0.0,7.0,0.0,14.0,63.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
348,25.0,9.0,7.0,0.0,0.0,1.0,6.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
